OTU_ID	Cleaned.NXT039.NC01	Cleaned.NXT039.NC02	Cleaned.NXT039.NC03	Cleaned.NXT039.NC04	Cleaned.NXT039.NC05	Cleaned.NXT039.NC06	Cleaned.NXT039.NC07	Cleaned.NXT039.NC08	Cleaned.NXT039.NC09	Cleaned.NXT039.NC10	Cleaned.NXT039.NC11	Cleaned.NXT039.NC12	Cleaned.NXT039.NC13	Cleaned.NXT039.NC14	Cleaned.NXT039.NC15	Cleaned.NXT039.NC16	Cleaned.NXT039.NC17	Cleaned.NXT039.NC18	Cleaned.NXT039.NC19	Cleaned.NXT039.NC20	Cleaned.NXT039.NC21	Cleaned.NXT039.NC22	Cleaned.NXT039.NC23	Cleaned.NXT039.NC24	Cleaned.NXT039.NC25	Cleaned.NXT039.NC26	Cleaned.NXT039.NC27	Cleaned.NXT039.NC28	Cleaned.NXT039.NC29	Cleaned.NXT039.NC30	Cleaned.NXT039.NC31	Cleaned.NXT039.NC32	Cleaned.NXT039.NC33	Cleaned.NXT039.NC34	Cleaned.NXT039.NC35	Cleaned.NXT039.NC36	Cleaned.NXT039.NC37	Cleaned.NXT039.NC38	Cleaned.NXT039.NC39	Cleaned.NXT039.NC40	Cleaned.NXT039.NC41	Cleaned.NXT039.NC42	Cleaned.NXT039.NC43	Cleaned.NXT039.NC44	Cleaned.NXT039.NC45	Cleaned.NXT039.NC46	Cleaned.NXT039.NC47	Cleaned.NXT039.NC48	Cleaned.NXT039.NC49	Cleaned.NXT039.NC50	Cleaned.NXT039.NC51	Cleaned.NXT039.NC52	Cleaned.NXT039.NC53	Cleaned.NXT039.NC54	Cleaned.NXT039.NC55	Cleaned.NXT039.NC56	Cleaned.NXT039.NC57	Cleaned.NXT039.NC58	Cleaned.NXT039.NC59	Cleaned.NXT039.NC60	Cleaned.NXT039.NC61	Cleaned.NXT039.NC62	Cleaned.NXT039.NC63	taxonomy
OTU_1119	0	0	0	19.56694865	5.34589782	0	54.12435568	27.27627515	0	33.64567959	6.835179403	13.95590863	0	0	260.262711	0	1962.178592	1478.625117	0	0	0	0	0	115.5095918	0	0	0	0	77.45002795	0	0	0	0	0	0	0	0	0	0	0	45.62436765	190.0589067	1.528399463	0	3.683992581	0	18.60328103	0	34.82685806	0	0	0	160.4615877	49.0050184	36.16564081	320.3428865	0	479.4379514	13.24826843	58.339417	0	0	0	no_match
OTU_112	0	0	0	4126.659264	0	0	0	255.7459029	0	0	0	2.951558214	0	0	0	0	1.238759397	0	0	0	4.886179058	0	20.02928645	0	60.06403859	15.40357126	0	0	0	36.95507817	0	24.0407511	29.08682108	0	0	52.76369443	9.223825137	0	6.484084122	0	0	0	0	0	10.12873795	0	169.1808639	0	0	0	0	2.596986433	0	0	1.390678406	0	33.50646594	0	0	875.1967365	0	0	0	no_match
OTU_1124	0	0	450.1152648	31.3586734	0	13.18405	115.6554367	0	0	0	0	0	0	0	556.1414472	0	1771.802308	1499.344762	0	0	0	0	0	12.85553437	0	0	0	0	25.85919006	0	0	0	0	0	0	0	0	0	0	0	30.46633361	0	0	2.034298306	3.690059263	0	43.47913809	91.30663304	0	0	0	0	175.3372699	9.817143662	32.93199749	245.7730854	0	0	53.08034103	89.60108236	0	0	0	no_match
OTU_1143	0	0	0	2883.315229	0	0	0	220.8425206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.64547821	0	0	0	0	0	0	0	25.30742624	0	0	44.55761531	52.96716358	0	0	0	0	0	0	0	96.939269	0	106.690281	0	0	0	0	0	0	0	0	0	0	0	0	503.8351248	0	0	0	no_match
OTU_116	0	0	0	2758.776095	1.166037868	0	0	174.5172984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.735741097	0	0.669163599	0	0	0	0	4.958802288	6.817770035	0	0	0	24.73336316	0	6.687247634	0	0	0	0	0	2156.449638	0	104.1480201	0	0	0	0	1.78557126	0	0	2.15137806	0	0	0	0	954.3668579	0	0	0	no_match
OTU_1165	0	0	0	0	0	9.00057826	0	0	9703.310192	11.50364509	413.6464999	0	0	129.4632184	0	5.033592396	0	18.72407985	0	0	0	0	0	14125.46281	5.394546717	0	0	0	0	0	0	0	0	0	3370.388541	1414.973535	295.2495097	0	0	128.6221861	15.5992252	0	0	99.9927943	32.74901668	0	273.5043084	0	0	0	0	0	149.6255722	1246.578585	657.6056185	0	0	491.7675109	0	0	0	0	0	no_match
OTU_1172	0	0	0	16.11386031	0	9.032947592	115.1462176	0	0	0	14.07234312	0	0	0	378.6544399	0	2001.789062	1446.939217	0	0	0	0	194.9794045	13.21180156	0	0	0	0	53.1516587	0	0	0	0	0	0	0	0	0	0	0	15.65532565	0	0	0	3.792322382	0	44.68408142	0	35.85096072	0	0	4.213487332	75.0818399	0	27.07571716	235.0436572	0	0	122.7405686	44.04027409	0	0	0	no_match
OTU_118	0	0	0	4670.419556	0	0.979643538	0	105.5655555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.220167365	0	0	7.746951431	0	0	0	5.076213474	6.979196609	0	0	6.553572688	29.21421127	0	0	0	0	0	0	0	0.82257183	0	49.84549103	0	0	0	0	0	0	0	1.468211295	0	0	0	0	724.2557671	0	447.3792864	0	no_match
OTU_1182	0	0	0	12.1161534	0	0	26.06693253	0	0	0	0	0	0	0	343.8051093	0	2133.825196	1921.602874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.69516953	0	3.15469429	0	2.534649402	0	38.39811899	0	0	0	0	0	90.32751403	0	27.14462673	225.0907315	0	0	13.6725502	32.110807	0	0	0	no_match
OTU_1187	0	0	0	0	0	49.95598553	0	0	59.16656359	3006.697023	410.3550335	418.9266305	16.79929917	0	0	0	24.25133052	0	0	0	0	0	0	26.56974516	38.10723407	0	0	0	0	0	0	0	0	0	0	75.95299383	0	0	0	0	0	0	0	0	2.542197816	0	38.51247203	0	0	0	0	0	105.6959371	568.1204635	3.403183233	0	0	0	0	0	0	0	0	no_match
OTU_1191	0	0	77.78939723	52.83953201	5.552430906	9.11392599	89.9446283	9.443355026	0	0	0	0	0	0	508.1972468	0	2402.997566	929.0340886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.76362069	0	0	36.23850907	0	0	0	31.59134443	0	1.587447553	0	1.275439907	0	83.72866251	0	0	0	0	0	303.0197287	0	54.63689009	371.6541952	0	0	55.04040485	100.9888307	0	0	0	no_match
OTU_1193	0	0	0	8.130894288	0	82.04284573	0	0	59.38130133	3320.535505	362.1390119	565.4288223	33.72054031	0	0	0	6.084836934	0	0	0	0	0	0	66.66544192	27.31824256	0	0	0	0	0	0	0	0	0	13.54587996	30.49146234	0	0	0	7.895138201	15.79904448	0	0	2.109867884	1.275712205	0	6.442041383	0	36.18007928	0	0	4.252167938	75.77110529	1028.364662	0	0	0	0	0	0	0	0	0	no_match
OTU_1236	0	0	79.74689847	12.50058277	0	0	115.2600065	9.680988686	0	23.8832789	7.277895618	0	0	0	628.1386427	0	2376.154121	1788.202889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.162499162	3.922605667	0	52.82192006	0	37.08260204	0	0	0	31.06449516	20.8716341	10.50220856	152.4026174	0	0	112.8508957	20.70602503	0	0	0	no_match
OTU_1251	0	0	0	3373.830146	0	0	0	9.785914244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.23467377	26.91398039	95.09236075	0	0	9.3882667	0	0	0	0	0	0	0	15.86048033	0	6.674302552	0	0	0	0	0	0	0	3.538678252	0	0	0	0	590.2385024	0	0	0	no_match
OTU_1269	0	0	0	4.26103254	0	0	3.928829936	9.89978033	0	0	7.442377036	0	0	0	124.6884929	0	140.3066181	238.5151975	0	0	12.57789301	0	206.2357676	0	0	0	0	0	0	0	0	0	0	0	0	0	28.49251762	0	0	0	33.11824763	0	0	0	0	0	6.751962818	0	0	0	0	0	222.3658984	21.34333583	71.59706592	1068.664711	172.5031927	4698.255906	28.85033528	46.58276474	0	0	0	no_match
OTU_1270	0	1740.272033	0	34.09588974	0	0	43.22680188	0	0	0	0	30.39814296	0	0	374.1491997	0	1958.353288	1570.576488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.56282997	0	1.664546058	0	4.012154856	0	40.52084401	0	0	0	0	0	127.0946669	42.69622553	17.90327258	315.4751074	0	0	50.49938667	50.8289352	0	0	0	no_match
OTU_1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314.6512392	0	0	432.819338	0	0	1003.659772	0	0	14.55873401	333.3726143	0	0	0	no_match
OTU_129	0	0	0	13.75509565	2.505358643	3.084277901	53.26737368	8.522029914	0	2.628011764	3.203311468	0	0	0	172.387512	0	1129.569133	1086.490746	0	0	0	0	22.19174721	0	0	0	0	8.130083431	0	0	0	0	0	0	3.055422409	0	18.3954148	0	0	2.671253058	14.25459392	22.26780892	0	0	1.726505624	0	30.51454101	0	0	0	0	0	153.8190655	13.77974109	27.73481256	428.0271088	0	0	46.56607496	72.9088197	25854.87321	0	0	no_match
OTU_1330	0	0	0	0	0	0	32.65075032	10.28408143	0	0	0	0	0	0	0	0	3339.073362	2601.628634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.297215521	1.388990229	0	49.09847812	0	0	0	0	0	82.49926946	0	40.90702189	0	0	0	0	0	0	0	0	no_match
OTU_1343	0	909.2066702	0	0	0	0	0	0	0	0	0	0	0	0	189.5511097	0	2199.591709	1828.058714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.30653048	0	3.478574269	0	0	0	14.11343397	0	0	0	0	0	49.80054123	0	22.44859361	7.756247068	0	0	0	0	0	0	0	no_match
OTU_1352	0	0	0	2864.414231	0	0	0	93.29406389	0	0	0	0	0	0	0	0	0	0	0	0	0	268.5763322	0	14.63265839	5.996187822	0	0	0	0	0	0	0	14.25469838	0	0	66.92690234	19.88957533	0	0	0	0	0	0	0	11.2004423	0	176.7486049	0	0	0	0	0	0	0	3.748445262	0	0	0	0	589.7530024	0	0	0	no_match
OTU_1359	0	0	0	0	0	15.04889918	0	0	21.78430572	2192.676923	476.7055831	239.3425213	18.55580484	0	0	0	0	0	0	0	0	0	108.2786237	14.67391588	42.09166057	0	0	0	0	0	0	0	0	0	0	16.7789015	0	0	0	13.03365625	0	0	0	0	1.404002812	0	7.089878251	0	0	0	0	0	16.67818878	896.4602239	7.518028374	0	0	0	0	0	0	0	0	no_match
OTU_1369	0	0	430.5804892	40.49692576	0	0	20.74425919	0	0	0	0	0	0	0	1197.011675	0	1818.377026	2098.937495	0	0	0	0	0	0	0	0	0	0	653.0545362	0	0	0	0	0	0	0	0	0	0	4.369190375	34.9729321	109.2659074	1.75737046	0	1.41196502	0	28.520342	0	0	0	0	0	536.7287065	202.8474268	68.04597326	293.8833217	0	0	266.5775752	44.7195342	115.9664282	0	0	no_match
OTU_1388	0	0	0	4.538263685	0	0	29.29113129	0	0	0	0	0	0	0	237.4320393	0	2975.119822	2011.098262	0	304.9161746	0	0	0	0	0	0	0	0	59.87795297	0	0	0	0	0	0	0	0	0	0	0	35.27298586	0	5.317343985	0	0	0	28.76503512	0	0	0	0	0	152.2500817	0	0	165.9866448	0	0	7.681848687	18.04128396	0	0	0	no_match
OTU_1393	0	0	0	9.087355964	0	0	20.94719755	0	0	0	0	0	0	0	354.5584187	0	2210.199777	2055.88699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2550006	0	0	0	0	0	0	0	2.851556176	0	43.19902911	0	0	0	0	0	254.0528684	0	15.26925734	221.5795631	0	0	30.76405353	54.1884234	0	0	0	no_match
OTU_1396	0	0	0	0	0	40.83073705	0	0	33.24671473	2126.571036	485.0248533	178.5809145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.28688003	0	0	0	0	0	0	0	2.362567815	1.428504893	0	14.4272158	0	0	0	0	0	152.7232472	763.887837	0	0	0	0	0	0	0	0	0	no_match
OTU_1398	0	0	0	901.5843557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.5722908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	no_match
OTU_1399	52.07811011	0	0	819.6221416	0	0	0	74.05423914	0	0	0	16.23851061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.273918303	0	0	51.2274066	0	0	0	0	0	0	0	0	2.857692954	0	36.07666408	0	0	0	0	4.762590775	0	0	0	0	0	0	0	1181.134647	0	0	0	no_match
OTU_140	0	0	0	2547.29113	0	0	0	116.4082468	0	0	0	0	0	0	0	1.256610131	0	0	0	0	0	30.16060059	24.25058268	0	1.346720498	18.64996935	0.392789842	8.884350499	0	0	0	2.910748835	1.600774948	0	0	7.515761174	24.56916757	0	0	0	0	0	0	0	1701.787057	0	93.68503859	0	0	0	0	1.048105805	0	0	4.209431242	0	0	0	0	1312.611401	0	0	0	no_match
OTU_1417	316.2497432	940.8924786	88.20022411	41.47700624	132.2061749	2185.572169	1240.783825	385.4589203	11.21902289	13.20747635	96.59239973	542.3552506	0	1189.106501	93.99187509	3588.839304	27.59087725	85.98938509	0	2167.472866	938.6572284	832.2486345	334.5840919	0	74.3225449	171.5418043	27.09651027	531.1667625	456.0404598	514.4375838	1043.904427	401.5945798	88.34325172	208.0893335	92.13296478	69.12972391	71.90476192	239.2825438	541.5748093	174.5222974	89.54831114	559.5514521	0	2.39172826	4.338409462	225.9635123	65.72378909	0	0	337.191599	23.87962289	0	34.35739179	0	123.8982721	8.026551903	559.716918	2823.021626	0	54.96216904	0	2359.568438	9419.78063	no_match
OTU_1429	0	0	0	0	0	0	12.81289782	0	0	0	8.090484791	0	0	0	254.6636757	0	2121.484096	1426.072561	0	0	0	0	0	91.14889709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.37962852	0	0	0	0	0	120.8651423	0	3.891599217	153.2835166	0	0	7.840680392	27.62146467	0	0	0	no_match
OTU_1434	0	0	0	0	0	5.205894083	0	0	22.60765792	3765.969695	721.8089453	1192.265423	0	0	0	0	375.2924445	758.0946642	0	0	0	0	112.3710857	106.5996835	12.48072647	0	0	0	61.26503064	0	0	26.97535241	0	0	0	139.3045692	0	0	181.8895482	428.331943	36.09008746	0	0	0	5.828272096	0	44.14706926	0	0	0	0	0	103.8513115	23.25856323	23.40653165	28.30528984	0	0	0	23.07401472	0	0	0	no_match
OTU_1441	0	0	0	9.327726878	0	10.45768877	38.7022946	21.67137805	0	0	0	0	0	0	264.6813765	0	1319.314255	2480.108246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.12459572	0	0	0	0	0	51.73197474	0	0	0	0	0	121.6939995	0	3.918286647	186.826203	0	0	0	41.71632669	0	0	0	no_match
OTU_1465	0	0	0	23.59087515	0	0	73.95564834	10.96187272	0	0	0	0	19.56727092	0	748.901437	0	2436.316846	1826.720488	0	0	0	0	0	0	0	0	0	0	186.7551219	0	0	0	0	0	0	0	21.03288095	0	0	18.32548431	18.33566014	0	0	0	1.480534184	0	44.85806021	0	0	0	0	0	369.333449	0	23.78349511	464.2871046	0	0	39.93190918	46.89124597	0	0	0	no_match
OTU_1467	0	0	0	4983.627626	0	0	0	186.3980201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.8852623	21.03809356	0	0	0	0	0	0	0	8.885406641	0	216.867691	0	0	0	0	4.936097799	0	0	0	0	0	0	0	412.7452305	0	0	0	no_match
OTU_1468	0	0	0	2052.914789	0	5.291046253	0	164.4688413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53891607	0	0	17.69789462	31.55714034	0	0	0	0	0	0	0	999.6082471	0	89.7383549	0	0	0	0	4.936097799	0	0	0	0	0	0	0	628.4984191	0	0	0	no_match
OTU_1471	0	0	0	18.91018314	0	0	69.74355902	0	0	0	16.51439075	0	0	0	167.6846543	0	3672.347132	2271.396371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.53732715	0	0	0	18.37207655	0	0	0	4.450424007	0	44.94715268	0	0	0	0	0	123.3556604	23.68008139	59.57682862	378.7544124	0	0	16.00448714	70.47656482	0	0	0	no_match
OTU_1475	0	0	0	0	0	0	0	0	80.72114876	3529.615919	620.5220704	320.9650687	0	0	0	0	0	0	0	0	0	0	0	0	19.09830569	0	0	0	0	0	0	0	0	0	0	71.05572617	0	0	37.11089738	331.171588	0	0	0	4.91672695	1.486426857	0	22.51829988	0	0	0	0	0	141.2584506	2977.764344	19.89846316	0	0	0	0	0	0	0	0	no_match
OTU_1476	0	0	0	4171.632535	0	0	0	176.2195401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.370856267	0	0	0	0	0	0	0	0	0	0	124.4403867	0	0	0	0	0	0	0	0	5.950147838	0	150.2341142	0	0	0	0	0	0	0	0	0	0	0	0	984.6624687	0	2427.118941	0	no_match
OTU_1478	0	0	0	9.483343836	0	0	122.4159232	55.0823186	0	54.35586882	24.84560481	0	19.66471748	0	403.6456898	0	2916.849008	2344.538269	0	0	0	0	0	108.8559019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.42697319	0	0	0	4.463722086	0	82.6493377	0	84.39616102	231.2874647	6.142343239	0	229.7736127	47.5016772	31.86925175	528.5372504	0	0	0	65.97467536	0	0	0	no_match
OTU_1493	0	0	0	0	0	16.01603273	0	0	92.73718944	3206.982668	532.2928008	696.2459381	19.74831343	0	0	0	0	0	0	0	0	0	0	15.61695074	31.99766145	0	0	0	0	0	0	0	0	0	15.86619198	89.28607751	0	0	0	4.623759356	18.50530741	0	0	0	1.49423255	0	15.09103368	0	0	0	0	0	177.5003037	1383.404685	0	0	0	0	0	0	0	0	0	no_match
OTU_1501	0	0	0	38.35358393	0	5.374967682	88.40856487	0	58.35473637	247.3109923	117.2305543	136.7763371	0	0	382.609774	0	1858.473423	2079.787069	0	0	28.30342592	0	116.0205999	487.4163559	0	0	3.758401491	0	0	0	0	0	0	0	0	17.97860141	0	0	37.55936744	18.62075898	130.4176914	0	0	2.488071795	7.521948598	0	22.79042435	0	127.9965947	0	0	0	178.7068767	156.090607	64.4445695	647.1154874	0	0	0	57.1761537	0	0	0	no_match
OTU_1508	0	0	0	855.0894771	0	0	0	189.7366325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.7831537	0	0	72.05954066	10.70745554	0	0	0	0	0	0	0	88.93812361	0	91.3456766	0	0	0	0	0	0	0	4.035914324	0	0	0	0	1346.351296	0	0	0	no_match
OTU_1509	0	0	0	0	0	5.388533981	0	0	81.9028314	4490.38195	696.7639038	582.7666196	0	0	0	0	14.3873681	89.67898516	0	0	14.18743157	0	0	0	0	0	0	0	190.2432287	0	0	69.80434139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.29820073	0	0	0	0	0	0	0	0	0	no_match
OTU_1530	0	0	0	58.14520434	0	16.29723025	49.14436407	0	0	0	0	0	0	0	571.4547949	0	2835.633103	1966.400007	0	0	0	0	0	0	0	0	1.899283807	0	0	0	0	0	0	0	0	0	140.4011702	0	0	0	37.6604195	0	0	0	4.561401501	0	38.38997689	0	0	0	0	5.067978275	234.8017376	0	24.42498379	303.8080531	0	0	41.00895304	77.04959541	1998.045493	0	0	no_match
OTU_1539	0	0	0	0	0	87.22930187	0	22.59556603	47.35138158	2619.963981	339.734249	173.4153508	40.3337617	0	0	0	0	0	0	0	0	0	0	0	26.14068399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.16528115	0	0	0	0	4.577708861	0	15.4108896	0	0	0	0	0	0	852.5071179	0	4.23464153	0	0	0	0	0	0	0	no_match
OTU_1561	0	0	0	19.6314994	0	0	85.9796079	11.40260781	0	0	0	0	20.35399624	0	696.3234924	0	3210.07768	1923.059516	0	0	0	0	0	0	0	0	0	0	32.3773055	0	0	0	0	0	0	0	0	0	0	0	57.21860128	0	3.833604014	0	1.540060816	80.21316434	31.10775447	0	43.67718849	0	0	0	146.355405	12.29167111	32.98631831	512.8718422	0	601.274503	116.304773	24.38828205	0	0	0	no_match
OTU_1585	0	0	0	0	0	155.9567977	0	0	12.09418277	2377.704099	590.0544853	212.604596	41.20715127	0	0	0	14.87157641	0	0	0	0	0	0	0	13.35336792	0	0	0	0	0	0	0	0	0	0	18.63057782	0	0	817.3498452	77.18409044	0	0	0	0	3.117889886	0	23.61689682	0	0	0	0	0	92.59375351	920.7369187	0	0	0	0	8.409349619	0	0	0	0	no_match
OTU_1587	0	0	0	4.970648505	0	0	22.91561078	0	0	0	0	17.72629898	0	0	185.1228079	0	751.4066813	695.5915019	0	0	0	0	0	16.30179744	0	0	0	0	0	0	0	0	0	0	0	0	11.07918396	0	0	0	38.63363316	0	0	0	0	0	7.876408728	0	0	0	0	0	259.3978596	0	62.64042435	870.048056	0	0	58.89617845	69.16060982	0	0	0	no_match
OTU_1592	0	0	95.47899555	0	0	22.37293333	55.19918569	0	0	0	0	0	0	0	371.6036034	0	1620.329745	1559.185573	0	0	0	0	0	0	0	0	0	0	65.82339289	0	0	0	0	0	0	0	0	0	0	0	19.38766684	0	1.948439033	0	1.565479687	0	15.81059567	0	0	0	0	0	111.5782627	0	12.5740354	269.3573713	0	611.1986041	84.44599709	54.53978926	0	0	0	no_match
